semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department
7,7.85,74.8,81.3,1,13.6,3,6-8,3.1,Low,>60,IT
4,5.86,78.1,68.5,2,17.9,3,<6,10.2,Low,<30,EE
3,3.91,48.1,60.0,8,8.6,0,>8,10.4,High,<30,IT
6,7.53,68.5,93.6,1,22.5,2,6-8,2.2,Low,<30,EC
1,5.61,62.0,78.5,5,14.8,1,<6,13.5,Low,>60,CE
7,6.92,46.0,83.3,0,20.0,3,>8,10.3,High,<30,EC
6,5.75,52.2,76.4,0,13.0,2,>8,9.5,Medium,<30,CE
3,6.47,32.1,71.0,1,6.7,1,6-8,15.4,Low,30-60,IT
1,6.44,58.8,77.2,0,16.1,3,>8,4.7,High,30-60,EE
6,5.55,52.3,71.6,5,14.6,2,<6,11.6,Medium,>60,ME
7,6.65,67.5,83.9,5,16.2,2,<6,7.3,Medium,30-60,ICT
0,7.86,76.0,68.8,-1,18.8,3,6-8,3.7,Low,30-60,IT
7,8.87,99.3,100.0,0,24.2,3,6-8,4.5,Medium,30-60,CE
3,5.72,63.0,70.1,3,16.2,2,>8,10.3,Medium,>60,ME
6,7.43,61.0,80.3,1,19.4,4,<6,13.7,Medium,>60,ICT
3,5.5,58.3,66.7,4,12.0,2,6-8,9.8,Medium,30-60,EE
4,8.68,73.1,82.1,0,16.5,3,>8,3.3,High,>60,IT
4,5.97,54.5,44.6,4,9.8,0,<6,8.9,Medium,>60,IT
7,5.77,64.5,83.9,3,8.4,1,<6,7.0,High,30-60,CE
5,7.25,67.9,75.6,0,16.8,2,6-8,4.3,High,<30,IT
2,5.65,50.3,56.0,5,15.9,1,>8,14.8,Low,<30,EE
5,7.1,74.2,93.5,0,18.5,4,<6,1.9,Low,30-60,EE
0,6.46,55.8,61.6,-1,13.8,1,>8,15.3,Low,<30,ICT
2,6.71,74.8,78.7,0,13.9,3,6-8,0.8,High,30-60,IT
1,8.08,62.3,90.5,0,18.9,4,6-8,8.1,Low,>60,CE
4,7.77,56.2,86.4,0,19.0,3,>8,4.2,Medium,<30,CE
4,7.11,82.3,89.5,1,27.0,3,6-8,0.0,High,30-60,ICT
5,9.67,85.0,94.6,0,30.0,5,6-8,0.5,Low,<30,CE
2,7.15,66.3,78.9,3,20.2,3,6-8,6.5,Low,30-60,EC
7,6.77,62.8,83.7,3,18.0,1,6-8,2.1,Medium,30-60,EC
2,7.8,60.0,75.0,3,17.6,3,<6,5.3,Medium,<30,ME
0,7.35,66.4,74.4,-1,29.5,4,6-8,9.0,Medium,<30,ME
2,7.93,92.8,100.0,0,27.1,5,6-8,1.3,Medium,>60,CE
5,6.16,52.8,71.5,4,16.7,2,6-8,12.3,Low,<30,EC
6,4.92,44.5,70.3,2,8.7,2,<6,14.7,Medium,<30,IT
2,7.74,65.4,93.3,1,16.3,4,<6,0.0,Low,30-60,ICT
6,5.08,57.9,72.1,6,11.5,1,6-8,11.8,Low,>60,EC
2,6.22,72.8,80.6,3,11.0,2,<6,4.4,Low,30-60,ME
1,6.03,65.5,77.6,3,14.7,2,6-8,8.4,Medium,>60,ICT
1,6.93,65.1,72.9,2,11.8,2,>8,8.9,Low,30-60,IT
6,6.17,61.3,78.5,4,16.6,1,6-8,2.7,Medium,30-60,EE
2,4.89,31.3,54.3,7,14.0,1,6-8,10.2,Medium,<30,EC
2,4.26,72.0,69.8,4,7.8,2,6-8,13.2,Medium,>60,ICT
7,7.83,71.6,89.1,2,18.6,3,6-8,0.0,Medium,>60,CE
3,4.42,39.2,44.8,3,6.5,0,6-8,14.3,High,30-60,EC
7,6.59,59.0,85.9,2,15.4,1,>8,10.7,Medium,<30,ICT
2,7.28,42.8,72.9,8,12.3,0,6-8,8.3,High,30-60,CE
5,3.94,21.8,51.1,7,8.9,0,<6,11.2,Low,30-60,IT
1,7.61,78.1,76.4,0,26.5,4,6-8,0.0,Medium,30-60,EC
1,4.96,46.0,72.0,3,17.3,0,<6,14.7,Medium,30-60,EC
6,6.94,59.0,83.6,0,33.0,2,<6,4.2,High,>60,CE
7,5.91,68.7,68.5,6,11.1,1,6-8,10.6,Medium,30-60,CE
7,5.14,49.1,66.5,7,10.1,2,>8,10.9,Low,<30,IT
6,6.88,47.4,81.4,2,12.1,1,>8,12.7,Medium,>60,EE
4,5.79,61.8,72.0,2,13.1,2,6-8,3.8,Low,>60,ME
1,7.09,49.6,80.2,3,15.1,2,>8,13.3,Medium,30-60,EE
2,5.66,53.0,77.6,1,12.2,1,6-8,16.1,Low,>60,ICT
2,4.49,65.2,69.3,4,6.6,2,<6,10.0,Low,>60,EE
2,6.0,71.2,83.6,0,23.3,4,6-8,7.0,Medium,>60,IT
7,6.37,67.9,73.2,3,19.4,2,>8,8.9,High,<30,IT
1,5.76,79.0,90.9,1,17.8,1,<6,9.6,Low,>60,ICT
3,4.92,45.9,71.7,1,4.4,2,6-8,13.0,High,30-60,CE
7,8.83,71.7,95.4,0,24.7,3,6-8,0.0,Low,<30,EC
0,6.56,48.8,71.7,-1,15.4,2,<6,10.0,Low,<30,ICT
5,4.32,46.6,69.5,8,4.6,0,<6,15.2,Medium,30-60,ME
4,7.56,77.8,80.5,6,9.3,2,>8,2.8,High,>60,EE
3,5.01,62.5,73.0,5,17.5,1,<6,10.0,Low,30-60,IT
7,8.0,71.2,81.7,0,23.7,3,6-8,10.6,Medium,<30,CE
2,7.56,75.0,87.8,1,16.6,3,6-8,4.7,Low,30-60,EC
1,6.7,70.3,83.9,0,15.8,4,6-8,9.0,Low,<30,EE
5,6.33,55.5,63.2,4,4.0,0,>8,7.5,Medium,<30,EC
2,5.8,67.4,67.2,1,12.1,0,<6,11.9,Medium,30-60,IT
2,5.81,62.3,78.3,2,18.1,2,<6,8.2,Medium,>60,IT
7,7.68,67.5,70.3,0,13.0,3,6-8,7.9,Medium,30-60,CE
2,4.2,42.2,59.6,5,10.5,0,<6,12.6,High,>60,ICT
4,6.8,62.5,60.8,1,16.2,2,<6,12.1,Low,30-60,EE
5,8.53,72.1,88.1,0,18.0,4,6-8,1.3,Medium,<30,IT
4,5.32,57.4,61.7,4,11.7,1,6-8,8.4,Medium,<30,CE
2,5.91,64.7,81.9,2,14.2,2,>8,15.6,Medium,30-60,CE
4,9.76,77.6,95.3,0,24.5,5,6-8,2.2,High,>60,EE
3,6.48,51.2,75.9,2,15.2,2,6-8,8.1,Low,<30,EE
0,5.98,44.7,58.7,-1,6.6,0,<6,16.7,Low,<30,ME
2,5.59,57.6,80.1,2,10.7,0,6-8,6.9,Low,>60,EE
4,8.72,71.0,80.3,0,25.1,5,6-8,2.9,High,<30,ME
0,5.6,58.8,78.5,-1,17.9,4,<6,6.1,High,>60,ME
5,5.4,55.0,66.0,5,9.2,1,>8,9.0,Low,<30,EE
0,8.97,76.2,77.6,-1,22.0,2,<6,10.2,Low,<30,IT
4,6.1,53.7,71.5,4,13.2,2,<6,14.2,Medium,30-60,EE
0,7.76,59.3,75.6,-1,20.9,3,6-8,2.1,High,>60,EC
6,5.29,64.2,58.4,2,11.9,1,6-8,5.8,Medium,>60,CE
7,6.94,69.8,80.3,2,18.8,4,6-8,4.7,Medium,<30,EE
4,9.33,82.2,98.9,1,29.0,4,6-8,1.8,Low,>60,IT
1,3.46,25.1,50.3,6,3.0,0,<6,20.0,Medium,30-60,IT
7,6.96,76.1,81.9,4,19.0,1,<6,5.6,Low,<30,IT
5,8.05,75.8,81.7,0,12.1,3,>8,4.4,Low,30-60,CE
6,4.98,40.6,58.3,5,4.8,0,>8,10.0,Medium,30-60,CE
3,5.26,47.2,77.8,3,9.1,3,>8,9.7,Low,30-60,IT
3,5.78,51.2,68.5,6,12.1,1,6-8,9.0,Medium,30-60,EC
4,5.28,46.8,66.3,3,14.2,2,>8,8.3,Low,<30,ME
3,5.34,41.6,62.8,3,14.8,0,<6,13.4,High,<30,IT
1,5.31,61.0,80.1,3,15.0,1,6-8,6.7,Medium,<30,IT
6,7.39,66.8,89.1,0,12.5,2,6-8,9.2,Low,<30,ICT
1,8.56,70.7,85.3,0,25.7,4,6-8,8.7,Low,>60,EC
5,7.74,66.3,94.0,0,26.6,5,6-8,11.5,Medium,>60,IT
7,7.11,64.7,85.9,1,19.5,3,<6,6.3,Medium,30-60,ICT
4,9.27,72.0,81.0,0,21.7,5,6-8,5.7,Medium,30-60,IT
2,9.63,72.1,84.6,0,21.1,5,<6,0.0,Low,30-60,EC
0,9.7,62.3,76.0,-1,14.7,2,<6,9.3,Low,>60,CE
5,8.03,67.1,98.9,0,28.5,3,6-8,4.0,Medium,30-60,EC
4,7.32,75.8,76.9,4,12.9,4,<6,6.4,Medium,<30,EE
5,5.72,47.5,81.3,2,18.0,1,6-8,6.6,Medium,<30,IT
7,6.82,58.5,69.5,4,11.3,0,6-8,6.2,Medium,<30,EC
3,7.61,74.0,80.6,0,16.2,3,6-8,1.2,Medium,30-60,ME
5,8.07,78.3,89.2,0,22.7,4,6-8,2.2,Medium,<30,ME
1,8.44,50.3,91.6,1,10.7,3,<6,5.3,Low,<30,EE
1,5.08,46.8,58.2,2,15.2,2,6-8,6.9,Medium,30-60,ICT
4,5.8,51.8,70.1,5,9.1,1,<6,7.1,Medium,30-60,CE
4,3.44,29.1,56.1,8,3.0,0,6-8,14.8,High,>60,ME
7,7.08,67.3,73.7,4,16.2,4,<6,6.8,Low,<30,IT
4,6.25,65.2,85.5,1,21.2,2,<6,7.9,Medium,30-60,CE
7,4.59,42.3,69.7,6,8.9,2,<6,9.9,Medium,<30,EE
6,7.02,68.4,72.8,1,15.4,2,6-8,8.2,High,<30,CE
7,7.66,55.1,69.2,0,18.3,3,6-8,2.6,Medium,<30,CE
6,4.92,42.7,55.7,7,6.1,1,<6,7.9,Low,<30,ICT
4,6.36,62.5,59.3,2,15.9,1,6-8,12.9,Medium,>60,EC
0,8.02,80.7,88.5,-1,26.1,3,6-8,2.6,Medium,30-60,ICT
3,5.62,46.0,87.2,1,18.4,1,<6,3.9,Medium,<30,IT
2,6.59,65.5,60.0,1,15.1,1,<6,14.5,Medium,>60,ICT
5,5.76,71.1,84.2,0,7.8,2,>8,6.1,Low,>60,IT
1,6.87,72.4,76.3,2,10.1,2,6-8,8.2,High,<30,IT
3,7.52,70.9,80.4,3,18.3,2,<6,0.0,High,<30,CE
0,8.59,70.5,96.0,-1,20.5,2,<6,8.9,Low,30-60,ICT
0,8.4,93.2,88.6,-1,21.3,4,6-8,8.3,Medium,>60,IT
3,6.77,49.3,68.9,4,11.8,2,6-8,6.8,Medium,<30,CE
5,5.92,69.8,80.6,0,17.9,2,6-8,4.8,Medium,30-60,ICT
5,7.09,86.5,83.4,0,15.5,3,>8,4.7,High,30-60,EC
3,6.12,46.0,89.8,4,17.3,2,6-8,8.6,Medium,<30,ME
1,5.94,47.1,65.0,7,11.9,2,>8,8.6,Low,>60,IT
2,6.42,45.5,83.5,4,18.6,1,6-8,11.3,Medium,<30,CE
4,5.35,53.2,77.4,3,7.5,1,<6,11.1,Medium,>60,ICT
7,5.81,38.5,62.8,6,13.1,1,<6,9.7,Medium,<30,ME
5,5.96,58.8,69.6,2,13.8,3,<6,6.5,High,30-60,ICT
1,6.43,55.4,66.6,2,6.9,1,<6,10.4,Low,<30,EE
6,6.23,63.2,67.6,2,8.0,2,<6,7.6,Low,30-60,IT
5,4.0,48.3,62.7,3,8.4,0,6-8,13.3,High,>60,ME
7,6.7,50.5,70.6,2,17.5,2,6-8,12.7,Medium,<30,IT
4,3.5,30.6,58.1,5,6.8,0,<6,13.3,Medium,<30,ICT
2,4.94,44.6,61.9,6,16.9,1,<6,7.2,Medium,30-60,EE
6,6.81,57.0,64.6,4,9.0,2,<6,6.8,Medium,<30,CE
4,7.72,61.1,85.4,0,21.7,3,>8,6.2,Medium,30-60,IT
5,7.16,73.1,85.9,0,15.9,2,>8,10.3,Medium,30-60,CE
3,6.91,59.1,66.3,2,26.8,0,6-8,5.1,Low,30-60,IT
6,6.05,52.0,64.4,2,9.8,2,>8,7.7,Medium,30-60,EC
5,6.97,72.7,76.9,8,16.8,2,<6,3.4,Medium,30-60,IT
7,7.56,82.0,87.3,0,26.6,3,6-8,4.4,Medium,30-60,EE
3,6.07,54.2,68.5,5,6.7,1,>8,11.2,Medium,30-60,IT
6,5.1,56.0,66.3,4,18.3,3,<6,10.7,Medium,<30,CE
6,8.11,68.6,93.8,1,20.5,3,<6,7.9,Medium,30-60,EC
3,5.74,50.5,79.5,3,19.5,1,6-8,10.1,Medium,<30,EE
6,8.8,86.3,83.7,0,20.0,4,6-8,1.5,Medium,30-60,ME
4,6.74,69.4,78.8,1,16.2,2,6-8,6.2,Medium,<30,IT
3,8.08,71.9,100.0,1,28.7,4,6-8,5.8,Medium,30-60,IT
2,5.22,45.2,64.7,4,12.4,1,6-8,15.5,Medium,<30,ME
0,6.86,78.8,74.2,-1,22.0,2,6-8,7.2,Medium,>60,EE
0,7.13,60.7,69.1,-1,17.6,1,<6,7.0,High,30-60,ICT
6,7.37,62.2,85.5,1,15.1,3,<6,3.5,Medium,30-60,ICT
3,6.1,57.2,75.3,2,7.9,2,6-8,11.7,High,30-60,IT
4,6.96,77.3,88.5,1,17.3,1,6-8,12.0,High,<30,ICT
6,4.95,47.7,62.2,6,4.1,1,<6,11.6,Medium,<30,ICT
5,4.22,26.0,45.1,5,6.2,0,6-8,17.1,Low,30-60,EE
7,7.16,47.0,81.1,3,16.8,3,>8,8.8,Medium,30-60,ME
4,6.31,51.7,63.2,3,19.7,2,6-8,7.5,High,>60,EC
1,7.27,52.9,65.1,8,13.1,3,<6,9.8,Medium,<30,EC
3,4.26,46.7,68.8,8,10.6,0,>8,13.4,High,<30,CE
1,3.64,35.5,44.6,7,4.6,0,<6,14.4,Low,<30,CE
5,7.28,67.2,69.2,1,12.4,4,6-8,9.9,High,<30,ME
3,5.84,50.3,75.2,2,16.8,2,6-8,7.7,Medium,<30,ICT
0,9.48,57.1,76.2,-1,12.7,0,<6,9.7,Medium,<30,EC
0,8.48,68.8,87.8,-1,19.4,4,6-8,8.5,High,>60,EC
0,10.0,69.7,86.6,-1,17.8,5,<6,1.4,Medium,<30,IT
5,6.28,66.2,76.4,1,22.9,1,6-8,5.5,Medium,<30,EC
1,6.38,64.0,80.5,5,19.0,1,<6,11.6,Medium,>60,IT
6,8.4,81.2,97.0,0,24.0,5,6-8,2.8,Low,30-60,ME
4,5.4,65.8,74.3,2,11.9,1,6-8,10.0,Medium,30-60,EC
4,4.42,51.0,62.9,2,7.0,0,<6,10.2,Low,30-60,EC
1,6.74,63.3,89.3,3,12.8,2,6-8,7.6,Medium,<30,EE
6,6.7,52.8,77.9,3,15.9,2,6-8,10.4,Low,30-60,CE
3,6.82,80.7,84.6,2,17.7,3,<6,9.5,Medium,30-60,CE
3,5.66,58.0,64.8,4,10.1,2,>8,7.4,Low,<30,ICT
6,5.87,53.6,72.0,3,18.3,1,6-8,3.1,Low,>60,EE
0,8.87,51.3,71.8,-1,15.0,1,6-8,4.8,Medium,30-60,EC
4,7.21,58.4,77.1,1,12.4,4,<6,4.4,Medium,<30,EE
5,6.75,53.3,72.5,0,17.6,1,<6,8.8,Low,<30,ME
6,6.22,52.8,78.6,4,5.4,2,6-8,8.1,High,<30,ME
1,7.08,65.5,75.5,5,12.7,4,6-8,8.2,Low,30-60,EC
3,5.64,60.0,69.7,4,15.1,3,6-8,10.2,Low,30-60,CE
2,5.54,41.6,63.7,4,6.6,1,6-8,4.6,Medium,30-60,ME
7,8.01,68.5,90.8,1,24.1,3,<6,0.5,Low,30-60,ICT
5,7.67,73.4,91.1,1,28.3,4,6-8,3.4,Medium,>60,CE
3,6.89,64.2,75.1,1,14.1,1,6-8,6.4,Medium,<30,EE
2,5.62,51.1,75.5,1,16.1,2,6-8,7.2,Low,<30,ICT
1,6.65,52.2,66.3,3,11.6,2,6-8,12.6,Low,<30,EE
7,8.24,80.2,87.1,0,23.5,4,6-8,4.0,Low,>60,CE
4,7.0,97.4,90.3,0,22.1,4,6-8,2.4,Medium,<30,IT
5,6.88,71.0,85.0,2,18.6,3,6-8,10.4,Low,>60,ME
1,7.32,66.6,75.7,2,19.4,3,<6,3.9,Low,<30,ICT
5,8.0,80.6,87.8,1,29.3,4,<6,6.2,Medium,<30,CE
2,8.5,69.1,83.0,1,22.1,2,6-8,1.1,Medium,<30,ICT
6,5.45,46.1,74.5,1,6.6,1,6-8,9.0,Medium,>60,EE
7,6.23,52.5,75.6,6,14.2,2,6-8,11.8,Medium,<30,EC
3,7.75,50.4,80.8,3,15.0,3,6-8,7.2,Medium,>60,EC
7,7.0,63.6,74.9,3,15.4,3,<6,6.3,Medium,30-60,ME
3,8.87,57.4,90.1,1,16.0,2,<6,0.0,Medium,30-60,ICT
6,7.51,67.7,75.2,3,14.8,2,6-8,4.3,Medium,>60,CE
3,6.42,55.3,80.0,1,12.8,3,6-8,0.1,Low,>60,EE
1,2.47,22.2,54.4,7,3.0,0,<6,19.6,Low,>60,EE
5,7.6,81.8,84.5,0,25.4,3,6-8,4.8,High,30-60,EC
2,6.87,76.9,89.4,1,14.9,3,6-8,7.2,High,30-60,CE
0,8.38,67.3,76.2,-1,29.5,3,6-8,2.8,Medium,<30,ICT
5,5.1,64.8,74.4,7,12.0,2,6-8,11.2,Low,>60,IT
4,3.09,29.5,50.3,5,3.0,0,<6,18.5,Medium,30-60,ICT
7,5.79,58.3,83.4,3,11.3,2,6-8,4.4,Low,<30,IT
0,10.0,78.1,68.6,-1,23.7,2,6-8,5.9,High,>60,IT
3,6.03,50.2,70.4,3,8.9,1,6-8,13.5,High,30-60,ICT
2,8.58,73.8,86.7,0,24.6,4,6-8,0.9,Medium,>60,CE
4,5.75,67.2,58.2,8,11.1,1,6-8,4.1,Medium,>60,EE
6,6.57,50.7,82.4,3,10.3,2,<6,7.1,High,<30,EE
7,5.89,51.5,61.8,2,21.8,4,6-8,12.3,Medium,<30,ME
3,9.93,96.8,100.0,0,30.6,5,<6,0.0,High,30-60,IT
4,5.83,51.2,76.7,3,10.0,2,6-8,11.3,Medium,30-60,EC
2,7.51,60.5,90.3,4,18.9,2,<6,7.7,Medium,<30,IT
6,4.33,54.8,74.3,7,9.4,0,<6,13.1,Medium,<30,IT
7,7.18,60.8,72.5,3,21.8,2,6-8,5.8,Medium,>60,EE
3,5.82,41.7,79.5,2,12.4,0,6-8,7.9,Medium,>60,IT
6,7.8,73.9,85.1,0,14.8,3,<6,8.7,Low,<30,EE
7,7.53,57.2,73.6,1,15.7,2,<6,3.7,Medium,30-60,CE
4,7.17,47.6,75.5,1,16.2,1,6-8,7.7,Low,<30,CE
4,5.44,57.5,69.2,6,5.0,0,6-8,10.2,High,30-60,EE
3,8.1,53.4,90.8,5,12.3,2,<6,10.2,Medium,30-60,EE
6,6.11,51.0,72.6,2,16.7,1,<6,12.3,Low,>60,ICT
6,8.32,75.4,89.0,1,24.7,4,6-8,6.2,Low,30-60,ICT
0,7.44,47.1,58.5,-1,12.3,3,>8,11.6,Medium,30-60,CE
2,7.78,81.1,79.3,0,18.5,4,6-8,2.8,Medium,>60,CE
0,7.98,65.0,75.9,-1,28.3,2,<6,5.4,Medium,30-60,CE
6,4.6,26.4,54.4,5,10.0,1,>8,4.6,High,<30,CE
1,5.29,58.6,65.4,4,15.3,2,6-8,8.0,Low,<30,ME
1,5.25,57.8,80.2,0,14.1,3,6-8,11.2,High,30-60,ME
6,7.45,57.4,96.9,0,20.1,2,<6,6.8,High,>60,IT
4,4.69,48.3,68.8,4,18.4,1,>8,12.2,Medium,<30,CE
1,5.89,57.4,73.3,0,10.4,2,6-8,5.8,Low,30-60,EE
6,8.55,79.9,83.6,0,26.5,4,6-8,0.0,Low,<30,IT
3,7.22,74.2,75.1,2,17.0,2,6-8,8.0,Medium,30-60,EC
3,4.17,32.9,53.6,4,3.0,0,>8,13.4,High,<30,EE
5,5.77,44.4,75.1,4,10.9,3,>8,14.2,Medium,>60,EC
0,7.23,72.2,92.2,-1,16.4,2,<6,11.4,High,>60,IT
2,6.99,84.9,89.5,1,24.5,1,6-8,8.1,Low,<30,ICT
0,7.05,42.0,58.3,-1,3.3,0,6-8,6.3,Medium,30-60,EC
5,5.81,61.3,92.3,1,22.2,3,6-8,4.8,Medium,>60,ICT
2,7.75,72.2,91.1,0,12.1,4,<6,7.2,Low,30-60,ICT
6,7.5,69.8,82.5,1,16.3,3,>8,3.5,Medium,<30,ME
3,7.43,69.9,81.1,2,17.5,3,<6,8.7,High,30-60,CE
7,8.91,98.1,84.3,0,28.5,4,6-8,0.4,Low,>60,CE
2,6.47,48.6,84.0,0,8.6,3,<6,10.7,Low,>60,IT
5,6.86,68.0,64.2,2,10.6,4,6-8,9.4,Medium,<30,EE
7,5.1,39.3,66.6,0,13.5,1,<6,8.0,Low,30-60,CE
3,6.44,50.4,64.1,3,6.7,1,<6,11.3,Medium,<30,ICT
1,4.67,84.0,69.9,5,11.4,0,6-8,9.6,High,>60,EE
4,6.89,74.2,79.9,0,26.8,4,6-8,7.8,Low,30-60,EC
3,5.16,55.8,81.0,2,14.7,0,<6,11.1,Low,>60,IT
4,8.17,70.8,88.5,0,20.6,3,<6,8.0,Medium,<30,ME
3,3.75,30.3,55.1,4,16.8,1,6-8,12.0,Low,>60,CE
2,7.27,84.2,82.4,0,19.6,1,6-8,7.4,High,30-60,EE
4,7.41,71.2,73.1,1,21.5,3,6-8,2.9,Low,<30,EE
1,6.44,60.0,78.4,2,9.2,3,<6,9.6,Medium,30-60,ICT
4,7.74,73.6,85.2,1,22.4,3,<6,4.8,Medium,<30,EE
3,6.54,57.4,63.2,5,16.9,1,6-8,7.9,Low,30-60,ICT
7,6.27,48.8,62.6,6,3.1,1,<6,12.9,Medium,30-60,EC
0,9.17,46.1,63.3,-1,20.1,0,6-8,11.8,Low,>60,ME
6,6.78,63.2,86.9,3,19.8,2,6-8,10.5,Medium,30-60,IT
3,5.66,44.4,61.5,2,13.0,2,>8,5.9,Medium,>60,IT
5,7.74,61.5,93.9,0,20.7,5,6-8,3.5,High,<30,CE
7,6.99,56.6,84.1,2,14.3,1,<6,6.9,Low,<30,ME
7,7.11,78.7,71.2,3,24.3,3,<6,6.0,Medium,<30,ME
1,6.08,51.5,74.9,2,19.7,1,6-8,14.4,Medium,30-60,ME
6,6.7,63.4,82.2,0,13.1,4,6-8,9.1,High,30-60,ICT
3,9.24,72.4,84.1,0,26.4,4,>8,0.0,Low,<30,EC
0,8.16,40.8,45.7,-1,11.3,0,6-8,14.3,Low,<30,IT
1,4.33,32.1,49.7,5,5.2,1,>8,8.1,Medium,<30,ME
0,7.04,51.7,81.8,-1,18.2,3,6-8,9.4,Low,<30,ICT
1,5.76,49.8,67.7,6,9.7,1,6-8,10.2,Medium,30-60,CE
3,4.7,46.1,68.9,8,4.0,1,<6,15.7,Low,<30,ICT
7,7.74,50.8,61.7,1,29.1,2,6-8,4.4,High,<30,CE
6,4.93,62.8,73.4,5,4.6,1,6-8,14.4,Medium,>60,CE
4,7.86,79.9,94.1,0,28.0,4,6-8,0.9,Medium,<30,ME
2,6.49,53.6,73.6,2,9.9,2,<6,6.0,Medium,30-60,IT
0,6.31,66.3,67.7,-1,14.5,1,6-8,4.7,Medium,30-60,EE
0,6.85,34.0,60.3,-1,12.2,2,6-8,7.2,Low,<30,EE
5,7.74,73.1,83.9,0,13.6,2,6-8,4.8,Medium,<30,IT
4,4.29,47.2,66.1,7,10.6,1,<6,13.8,Medium,>60,ME
1,3.52,24.3,52.5,6,3.0,0,>8,14.7,Medium,<30,IT
6,4.7,42.2,65.6,2,8.2,1,<6,11.6,High,<30,EC
4,8.24,73.7,80.0,0,15.8,2,<6,5.7,Medium,30-60,ME
6,5.08,46.8,75.2,3,3.4,2,<6,9.3,Medium,<30,EC
6,4.08,38.4,51.1,3,7.5,0,<6,9.2,Low,30-60,EE
2,7.11,55.1,82.0,7,18.2,2,6-8,6.3,Low,<30,EC
5,9.93,89.5,94.2,0,24.0,5,<6,4.3,Medium,30-60,ICT
7,7.94,77.0,88.6,0,15.8,2,<6,1.8,Low,<30,EE
5,5.42,63.6,72.9,4,5.0,2,6-8,12.0,High,30-60,ME
2,5.04,57.0,74.9,6,14.5,1,6-8,8.8,High,30-60,EE
4,5.52,52.4,69.5,2,16.8,1,>8,10.1,Medium,>60,ME
3,5.2,56.3,78.9,4,3.6,1,6-8,13.6,Low,>60,ICT
2,8.23,57.6,83.0,2,21.2,2,6-8,7.3,Medium,30-60,ME
2,6.25,51.9,70.8,5,14.8,1,6-8,10.8,Low,30-60,CE
3,5.33,55.3,62.2,3,9.0,0,<6,8.5,High,30-60,ME
2,4.73,43.0,60.1,4,11.8,0,<6,16.9,High,30-60,IT
1,8.8,84.5,83.3,0,19.4,4,6-8,0.0,Low,30-60,IT
6,6.69,57.0,62.6,1,13.2,1,6-8,5.0,High,<30,IT
2,4.53,53.4,70.0,6,13.3,2,6-8,10.8,Medium,30-60,IT
3,8.33,82.9,83.4,1,20.8,3,6-8,1.6,Low,<30,IT
7,4.75,60.1,44.7,6,4.8,2,>8,8.2,Low,<30,ICT
5,5.54,60.2,69.7,0,15.5,2,6-8,6.2,Medium,30-60,IT
7,5.73,68.0,68.2,6,11.5,3,>8,8.1,Medium,<30,ICT
4,5.43,70.9,77.2,3,12.8,3,6-8,9.8,Medium,<30,EC
3,5.89,46.3,63.2,4,12.5,0,>8,7.9,High,30-60,CE
2,6.61,67.5,74.6,2,8.9,1,<6,1.7,Low,30-60,EE
6,4.39,36.2,54.1,6,3.0,1,6-8,10.4,Medium,30-60,ICT
3,5.56,56.8,85.3,1,3.0,2,6-8,7.4,Medium,30-60,EE
5,8.06,83.2,73.4,0,14.6,3,6-8,8.2,Low,>60,IT
5,8.08,73.4,80.9,1,26.4,4,6-8,6.0,Medium,30-60,IT
2,5.83,48.6,76.4,4,8.3,0,>8,5.7,Low,<30,ME
7,4.28,35.9,55.1,7,9.9,0,<6,12.6,Low,30-60,IT
2,3.2,39.9,49.0,5,7.1,0,6-8,14.6,Low,30-60,EE
6,7.27,66.0,82.5,0,11.6,4,<6,4.3,High,<30,ICT
1,6.67,67.2,73.4,2,17.7,2,<6,5.4,Medium,30-60,EE
7,7.02,50.5,74.6,2,22.9,3,<6,4.0,Medium,30-60,EC
2,8.44,72.2,86.3,0,24.6,2,6-8,1.5,Low,<30,ICT
4,7.02,72.3,69.0,4,17.2,1,6-8,6.0,Low,>60,ICT
3,6.08,49.9,74.8,5,14.5,2,6-8,6.6,Medium,<30,ICT
7,4.42,40.9,71.7,6,10.0,0,6-8,12.8,Medium,30-60,ME
4,7.42,80.0,89.9,0,25.0,4,>8,6.1,Medium,30-60,EC
5,6.38,49.6,79.7,3,9.9,1,<6,9.7,High,30-60,IT
2,5.58,47.6,71.1,6,11.3,1,6-8,10.1,Low,<30,IT
7,6.4,61.8,69.7,0,15.9,2,>8,4.9,Low,30-60,ICT
3,8.24,82.0,89.3,0,29.4,4,>8,4.8,Medium,>60,EC
0,7.07,100.0,87.9,-1,30.1,3,6-8,3.9,Medium,<30,ME
2,4.49,43.4,69.6,4,8.8,1,<6,13.7,Low,>60,EC
1,8.59,81.9,90.8,1,24.3,5,6-8,2.9,Medium,<30,ME
1,5.85,65.6,72.2,1,14.9,4,<6,4.0,High,<30,ICT
4,7.55,70.0,79.0,1,18.7,4,6-8,5.9,Low,<30,ICT
2,6.13,65.1,92.8,2,13.5,2,<6,10.2,Medium,<30,CE
4,7.72,73.6,79.5,0,23.2,4,6-8,7.3,Low,30-60,EE
0,6.21,87.5,91.7,-1,16.1,3,<6,1.8,Medium,<30,EC
