semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department,performance_score,performance_category
2,3.36,33.0,54.4,8,3.1,0,<6,19.8,Medium,<30,EE,17.16,At Risk
5,7.76,71.1,82.2,1,17.7,3,6-8,2.8,Low,<30,EC,70.84,Good
6,6.18,46.5,73.5,3,15.5,1,6-8,5.1,Medium,30-60,CE,52.02,Average
5,9.29,82.2,86.2,0,28.3,5,<6,0.7,Medium,>60,IT,83.18,Excellent
6,6.57,60.6,68.8,5,14.5,1,6-8,12.9,Medium,30-60,EC,48.72,Average
7,6.14,74.2,83.8,7,9.0,1,6-8,8.5,Medium,>60,CE,49.14,Average
2,6.8,54.3,70.4,1,13.4,1,>8,10.5,Low,30-60,IT,52.81,Average
0,7.19,55.5,70.2,-1,14.8,2,<6,4.2,Low,<30,ME,59.28,Good
2,5.87,67.5,63.6,2,4.3,2,6-8,7.2,Low,<30,EE,51.0,Average
6,4.76,42.0,68.2,4,3.3,2,<6,11.2,Medium,30-60,ME,37.87,Below Average
5,5.18,48.5,76.4,2,13.9,1,<6,8.1,High,30-60,IT,47.08,Average
0,5.41,52.5,77.2,-1,14.2,2,<6,8.3,Medium,30-60,EE,54.82,Average
1,6.04,44.9,64.3,3,3.0,2,>8,10.0,High,<30,EC,44.67,Average
7,6.58,54.4,75.4,1,17.2,3,6-8,9.9,Low,<30,ME,60.41,Good
4,6.33,58.2,69.0,3,15.3,3,6-8,8.5,Medium,<30,CE,56.64,Average
5,6.9,60.6,69.0,3,19.3,3,<6,1.3,Medium,30-60,EE,57.52,Average
0,7.14,47.7,74.8,-1,6.3,4,6-8,8.6,High,<30,IT,62.41,Good
4,4.72,43.8,64.5,3,12.3,0,<6,15.0,Low,30-60,CE,35.14,At Risk
6,4.06,26.1,56.2,2,3.0,0,6-8,14.5,Low,>60,ME,28.17,At Risk
7,5.07,41.7,66.1,3,12.8,2,<6,11.0,High,<30,CE,42.58,Below Average
3,7.0,63.4,95.2,1,14.7,2,<6,0.0,Low,30-60,IT,65.58,Good
4,7.58,65.5,79.1,1,17.1,3,>8,3.4,High,<30,ME,67.6,Good
5,7.49,87.6,74.9,2,17.5,3,6-8,3.3,Low,>60,IT,65.94,Good
3,7.21,63.1,78.4,2,16.4,3,<6,5.5,Low,<30,ME,61.3,Good
2,8.39,94.6,73.9,0,24.3,3,6-8,5.4,Medium,<30,EE,79.04,Excellent
0,6.8,72.3,82.7,-1,12.8,3,<6,8.9,Medium,>60,EC,63.88,Good
1,9.57,73.7,100.0,0,29.7,3,6-8,1.6,Medium,30-60,ME,87.99,Excellent
7,6.92,62.5,77.2,5,12.8,2,<6,8.3,High,30-60,ME,51.14,Average
6,9.36,80.7,81.6,0,25.6,3,<6,0.0,High,30-60,CE,78.53,Excellent
3,6.43,55.9,78.2,4,12.6,1,6-8,7.5,Low,<30,ICT,52.31,Average
6,6.13,49.8,73.0,6,15.5,1,6-8,4.5,Low,<30,IT,46.67,Average
6,6.21,54.5,56.2,4,8.0,0,>8,3.5,Low,30-60,ICT,40.22,Below Average
7,6.51,62.0,79.3,2,19.6,2,6-8,16.0,Low,<30,CE,58.69,Average
0,5.91,60.4,77.9,-1,5.1,2,6-8,7.5,Medium,>60,EC,57.06,Average
4,7.83,63.1,79.0,3,22.3,5,<6,4.0,Medium,<30,CE,68.41,Good
5,6.19,50.8,71.8,3,16.9,2,6-8,8.4,High,>60,ICT,50.85,Average
6,6.2,54.4,74.9,4,13.3,3,6-8,9.0,Low,30-60,ME,51.71,Average
6,5.86,54.0,69.8,1,11.6,2,<6,11.5,Medium,30-60,EE,51.08,Average
2,7.49,68.7,91.3,0,20.7,3,6-8,4.7,High,30-60,IT,73.87,Good
5,7.53,63.6,82.6,1,20.7,1,6-8,9.6,Low,<30,ME,65.17,Good
6,4.48,42.6,59.1,2,3.0,0,>8,18.3,High,>60,CE,31.89,At Risk
4,7.6,80.5,78.0,0,19.3,4,6-8,4.8,Low,30-60,IT,72.44,Good
4,6.79,65.2,73.2,3,16.5,2,6-8,5.5,Low,<30,CE,58.15,Average
3,7.08,68.7,70.6,0,15.4,4,6-8,7.8,Low,<30,ICT,66.21,Good
1,5.76,90.0,72.2,1,13.2,3,<6,5.4,Medium,30-60,IT,61.03,Good
6,8.17,79.1,91.7,0,23.2,3,>8,7.2,Medium,<30,EE,79.17,Excellent
4,4.29,60.1,71.7,2,9.2,2,<6,12.1,Low,>60,EE,42.03,Below Average
1,4.03,63.1,61.7,4,16.1,2,<6,6.6,Medium,>60,EE,40.13,Below Average
7,9.31,79.1,91.3,0,25.9,5,6-8,1.1,Low,>60,ME,84.23,Excellent
6,5.27,54.9,71.6,6,14.5,2,6-8,10.6,Low,30-60,IT,42.87,Below Average
3,7.77,61.1,88.4,1,14.1,2,<6,7.0,Medium,>60,EC,64.28,Good
6,8.44,83.8,95.2,0,30.1,3,6-8,0.0,Medium,>60,ICT,83.82,Excellent
1,5.72,45.6,75.0,1,11.1,2,6-8,8.8,High,>60,ICT,51.38,Average
7,5.81,60.6,73.8,6,11.0,1,>8,18.9,Low,30-60,ME,40.66,Below Average
0,5.35,74.8,76.3,-1,24.4,4,6-8,4.9,Low,>60,IT,63.78,Good
7,6.6,63.2,69.8,1,14.5,3,>8,7.6,Medium,30-60,IT,59.38,Good
7,7.35,69.8,90.2,1,21.6,4,6-8,8.4,High,<30,EC,73.79,Good
2,6.75,46.5,77.8,2,19.7,1,<6,3.1,Low,30-60,EC,53.85,Average
6,5.52,46.7,61.6,2,10.6,2,6-8,6.0,High,30-60,CE,47.0,Average
7,6.24,61.6,73.7,3,7.2,0,>8,6.1,High,<30,ME,50.08,Average
7,7.97,72.2,91.7,0,21.9,3,6-8,9.4,Low,>60,IT,73.1,Good
5,6.0,64.8,65.4,3,9.9,2,<6,7.7,High,>60,IT,46.53,Average
5,7.2,63.4,88.6,1,14.0,3,6-8,9.0,Low,30-60,ICT,65.98,Good
1,5.57,57.7,69.0,0,16.7,1,6-8,11.1,Medium,30-60,IT,54.78,Average
3,9.4,82.9,87.1,0,29.4,5,<6,0.0,Low,30-60,CE,83.8,Excellent
3,6.33,59.7,78.8,0,21.0,2,<6,9.2,Low,<30,ME,60.37,Good
0,5.62,65.3,88.9,-1,10.2,1,6-8,7.9,Low,30-60,ME,59.55,Good
2,9.46,68.0,92.1,1,17.0,2,6-8,2.6,Medium,30-60,EE,77.6,Excellent
5,6.31,57.3,64.7,6,15.7,2,6-8,7.8,Low,<30,CE,46.74,Average
2,8.1,78.0,83.1,0,16.5,2,6-8,6.6,Low,30-60,EC,71.06,Good
0,6.97,45.2,56.9,-1,5.7,0,<6,15.2,High,<30,ICT,45.77,Average
6,6.03,42.7,61.9,0,11.3,1,>8,7.9,Medium,30-60,ME,49.53,Average
6,5.41,50.7,68.5,2,9.9,2,<6,8.4,Medium,<30,IT,48.65,Average
0,6.46,28.7,65.7,-1,7.0,0,6-8,13.4,High,30-60,ICT,45.97,Average
6,5.21,61.3,74.9,3,8.8,2,<6,8.8,Medium,<30,ME,49.73,Average
6,6.33,61.7,67.5,3,10.7,1,6-8,16.0,Low,<30,EE,49.0,Average
5,5.14,44.3,78.7,1,7.7,1,<6,8.6,Medium,>60,ICT,46.72,Average
0,7.01,54.0,54.4,-1,6.0,0,<6,7.9,Medium,<30,ME,49.52,Average
7,6.92,65.9,73.7,6,14.2,3,6-8,16.2,Low,<30,ME,52.07,Average
1,5.23,74.9,63.8,2,13.8,2,>8,7.2,Low,<30,ME,51.44,Average
5,6.3,36.2,84.7,2,11.1,1,6-8,10.4,Low,>60,IT,50.14,Average
6,4.34,50.6,62.7,3,13.1,0,6-8,10.7,Medium,30-60,CE,40.29,Below Average
7,5.9,47.6,57.9,5,9.9,3,6-8,3.3,Low,>60,CE,41.71,Below Average
7,5.56,55.1,73.7,7,11.3,0,<6,5.6,Medium,30-60,ME,39.48,Below Average
2,6.84,67.7,81.4,1,11.6,2,6-8,10.2,Medium,30-60,EE,62.97,Good
2,5.66,64.5,66.1,4,13.5,1,>8,12.3,Low,>60,CE,42.72,Below Average
3,7.13,66.5,67.9,3,15.5,1,6-8,5.9,High,<30,EE,56.82,Average
7,5.0,36.0,61.1,5,6.9,0,<6,11.4,Medium,>60,ME,30.18,At Risk
5,4.63,39.6,63.8,4,5.0,0,<6,12.3,Medium,<30,ME,34.3,At Risk
7,7.31,54.9,81.9,1,22.0,2,<6,6.2,Medium,<30,ICT,64.71,Good
2,7.57,69.7,74.7,0,24.4,2,<6,9.4,High,<30,ICT,66.35,Good
0,8.14,51.3,73.3,-1,11.4,2,>8,12.0,Low,30-60,EC,59.72,Good
0,9.44,49.5,68.4,-1,9.4,3,>8,4.9,High,>60,ICT,64.02,Good
0,7.85,51.1,70.4,-1,16.8,2,<6,9.0,Low,<30,CE,60.03,Good
6,7.7,82.7,88.3,0,17.9,4,6-8,4.8,Low,30-60,ME,75.95,Good
6,5.77,61.5,72.5,4,15.1,1,<6,7.3,Medium,30-60,EC,48.11,Average
7,6.01,68.4,69.8,4,12.9,0,<6,11.5,High,>60,EC,43.73,Average
3,8.98,73.7,88.2,0,17.7,2,<6,4.9,Low,30-60,ME,72.74,Good
3,5.18,36.1,63.9,2,9.7,0,<6,8.0,Low,30-60,EE,37.75,Below Average
1,7.5,69.8,81.1,4,21.5,1,>8,4.4,Medium,>60,CE,59.77,Good
3,4.73,45.6,72.5,4,10.0,1,<6,12.1,Medium,<30,ICT,41.1,Below Average
1,6.81,66.6,80.2,3,23.2,2,6-8,5.5,Medium,>60,CE,61.46,Good
4,7.95,65.0,82.3,3,23.0,3,>8,8.0,Low,30-60,IT,64.39,Good
0,8.33,45.1,66.1,-1,10.3,2,<6,13.6,Medium,30-60,ME,57.03,Average
3,4.51,44.1,63.9,2,14.6,0,<6,4.2,Low,<30,IT,40.54,Below Average
7,6.3,60.2,80.0,2,13.3,3,6-8,6.7,Low,<30,ME,59.98,Good
7,8.63,78.3,89.0,0,24.6,4,6-8,3.6,Low,30-60,CE,80.26,Excellent
6,7.78,69.7,91.2,0,18.3,1,<6,6.8,Low,>60,EC,66.07,Good
2,6.3,63.3,69.5,2,13.9,4,>8,7.8,Medium,<30,IT,59.31,Good
1,5.05,44.9,74.5,5,11.4,1,<6,15.7,Low,30-60,CE,37.06,Below Average
0,8.94,50.5,58.9,-1,5.4,0,<6,13.0,High,30-60,EC,52.5,Average
3,8.58,74.7,69.3,0,27.4,2,<6,3.9,Medium,30-60,EC,70.45,Good
3,8.34,69.5,86.8,0,22.5,3,6-8,6.0,Low,<30,IT,75.98,Good
0,6.8,59.8,69.1,-1,8.4,1,6-8,11.3,Medium,<30,CE,58.27,Average
6,6.17,70.5,78.1,1,8.5,3,6-8,11.2,Low,<30,IT,60.26,Good
5,6.06,65.6,82.2,1,20.5,2,<6,8.7,Low,<30,IT,59.86,Good
3,8.48,62.3,82.5,0,22.4,5,<6,5.6,Medium,30-60,ICT,74.84,Good
6,7.12,70.7,75.2,3,17.3,2,>8,7.2,Medium,>60,CE,58.43,Average
3,4.62,56.1,79.9,5,3.0,1,<6,13.2,Medium,30-60,ME,39.73,Below Average
6,6.09,43.4,67.7,4,3.0,0,6-8,14.7,Medium,30-60,IT,40.86,Below Average
4,6.19,53.8,67.7,2,12.0,2,<6,6.0,Medium,>60,EC,49.68,Average
5,7.53,70.5,81.7,0,16.5,5,6-8,12.2,Medium,30-60,ICT,72.63,Good
1,6.3,54.4,70.1,3,23.1,3,<6,4.7,High,30-60,ICT,53.98,Average
2,5.54,47.9,62.2,6,16.1,2,<6,12.1,Medium,30-60,ME,39.02,Below Average
5,2.67,20.0,53.7,8,3.0,0,>8,14.9,Low,30-60,CE,11.62,At Risk
3,6.37,60.8,55.0,1,4.8,1,6-8,8.3,High,30-60,IT,48.33,Average
1,8.21,74.7,88.4,1,13.4,4,6-8,9.6,Medium,30-60,ME,74.16,Good
1,7.04,82.8,98.4,3,19.8,1,6-8,4.9,Medium,>60,ME,68.4,Good
5,6.61,67.2,77.2,3,17.6,2,6-8,3.5,Medium,30-60,EE,60.46,Good
5,5.14,43.0,56.5,6,7.3,0,6-8,11.0,High,<30,EE,33.12,At Risk
5,6.94,69.4,69.1,3,10.5,3,6-8,5.5,Low,30-60,ICT,56.67,Average
5,5.6,43.2,65.3,2,13.4,0,6-8,4.3,High,<30,EE,47.3,Average
7,6.29,80.1,71.6,4,11.9,2,6-8,9.0,Low,<30,ME,54.99,Average
7,5.77,43.5,73.4,8,10.0,2,<6,9.8,High,30-60,IT,36.85,Below Average
3,8.18,68.9,78.9,1,21.8,4,<6,10.9,Medium,30-60,CE,69.36,Good
6,6.53,63.2,74.8,3,12.5,1,6-8,7.3,Medium,30-60,ME,55.14,Average
5,6.28,72.6,85.2,3,17.2,3,6-8,6.9,Medium,30-60,CE,63.42,Good
1,8.3,67.6,90.0,0,19.9,3,6-8,8.4,Low,30-60,IT,73.92,Good
6,6.01,63.8,70.2,6,10.1,1,6-8,5.0,Medium,>60,ME,45.56,Average
6,5.13,42.3,76.9,6,9.7,0,6-8,15.5,Medium,30-60,EC,38.54,Below Average
0,7.14,86.2,84.3,-1,19.8,4,6-8,6.2,Low,<30,EC,75.12,Good
4,7.2,65.4,80.1,4,15.1,2,<6,5.6,Medium,>60,EC,56.07,Average
2,7.24,54.7,66.8,2,10.6,3,<6,13.2,Medium,<30,IT,55.07,Average
7,6.23,58.7,72.9,4,5.9,2,6-8,12.7,Low,30-60,ME,47.75,Average
0,7.19,62.5,75.7,-1,26.6,2,>8,3.6,Medium,<30,ICT,68.52,Good
5,7.32,53.3,89.0,0,19.0,3,6-8,6.4,Low,30-60,ME,68.32,Good
5,5.01,53.9,46.9,2,13.7,1,6-8,13.4,Medium,30-60,IT,40.83,Below Average
1,5.94,53.2,75.0,1,13.3,3,6-8,10.3,Low,<30,ME,57.01,Average
6,6.99,78.0,75.4,3,20.1,2,<6,9.2,Medium,<30,IT,61.07,Good
2,5.65,57.3,65.9,2,7.9,0,<6,11.9,Medium,30-60,IT,44.09,Average
5,5.84,56.8,79.9,2,8.8,2,<6,8.1,Medium,30-60,ICT,52.96,Average
2,5.11,54.3,69.3,5,12.6,1,>8,9.8,Medium,<30,ME,43.56,Average
3,6.01,70.2,76.1,0,22.9,3,6-8,5.2,High,<30,CE,66.66,Good
2,5.89,49.0,64.6,6,9.9,2,>8,9.9,Low,<30,ME,40.73,Below Average
4,7.83,79.8,86.8,0,22.5,3,6-8,3.9,Low,<30,CE,76.66,Excellent
5,7.11,82.7,58.2,2,23.8,2,<6,13.0,Low,>60,EC,54.04,Average
4,5.06,44.6,64.9,8,3.0,0,<6,9.7,Medium,30-60,EC,28.63,At Risk
1,3.77,37.5,57.0,8,6.6,0,>8,16.8,Low,30-60,CE,19.56,At Risk
5,6.51,57.8,76.0,4,10.8,2,<6,2.9,Medium,30-60,IT,52.27,Average
2,7.11,87.5,93.5,0,18.8,3,6-8,0.2,Low,>60,CE,74.97,Good
3,7.68,80.0,89.9,0,16.9,3,6-8,4.3,Medium,30-60,IT,76.24,Excellent
7,6.94,73.9,64.9,0,13.6,3,<6,13.4,Low,<30,CE,59.11,Good
6,5.54,52.8,53.8,3,13.6,1,>8,9.8,Medium,30-60,IT,42.2,Below Average
2,6.5,61.0,83.8,3,14.2,1,<6,13.4,Medium,<30,EE,55.26,Average
2,7.33,59.0,59.2,2,17.2,2,6-8,10.7,High,30-60,ME,54.61,Average
4,8.1,79.1,90.2,1,23.1,5,6-8,2.5,Medium,30-60,ICT,80.68,Excellent
0,9.76,61.9,66.8,-1,18.3,2,<6,8.1,Medium,>60,EC,66.51,Good
3,7.7,70.3,87.1,0,23.8,2,6-8,9.6,Medium,<30,EC,74.17,Good
3,6.24,72.6,88.5,3,15.3,3,6-8,7.0,Low,30-60,EE,61.87,Good
7,7.06,69.6,88.7,0,18.2,4,6-8,4.1,Medium,30-60,IT,73.98,Good
0,8.63,36.6,60.6,-1,3.0,0,<6,14.7,Low,>60,EC,46.43,Average
6,5.71,52.6,58.5,3,6.6,2,<6,10.0,Medium,30-60,EE,42.52,Below Average
7,5.68,47.7,73.8,4,5.9,1,6-8,17.9,High,30-60,IT,42.56,Below Average
5,4.0,44.1,62.2,8,9.8,0,6-8,11.9,Medium,30-60,ICT,28.19,At Risk
4,5.91,49.6,65.5,4,13.7,3,>8,3.8,High,<30,ME,49.31,Average
1,4.51,48.1,58.2,6,7.6,0,<6,8.5,High,>60,ICT,27.86,At Risk
5,5.12,59.7,66.3,3,17.4,0,<6,6.0,Medium,<30,ME,46.37,Average
5,6.41,60.0,62.9,1,13.4,2,6-8,5.2,Medium,<30,EE,57.59,Average
5,4.21,38.3,56.2,8,7.3,1,6-8,12.7,Low,30-60,EE,24.72,At Risk
0,6.26,67.8,70.4,-1,13.4,3,>8,15.2,Medium,30-60,EE,59.0,Good
6,7.91,77.7,72.4,1,15.8,3,6-8,8.0,Medium,>60,IT,66.92,Good
2,5.18,40.2,68.4,4,8.6,0,6-8,7.2,Low,30-60,EE,38.87,Below Average
2,7.17,79.4,88.1,0,22.2,4,6-8,1.1,High,30-60,IT,76.43,Excellent
3,6.45,44.4,65.6,5,16.1,1,<6,9.1,Medium,<30,CE,44.63,Average
5,6.49,68.6,73.8,2,18.7,2,>8,7.7,Medium,30-60,IT,59.03,Good
4,6.22,54.5,73.1,3,8.9,1,<6,6.2,Low,<30,CE,48.36,Average
5,6.95,75.0,92.6,0,19.6,3,>8,0.8,Low,>60,EE,70.79,Good
5,5.81,69.1,68.8,1,15.0,2,<6,9.2,High,>60,ME,52.12,Average
5,7.24,73.1,78.8,2,14.9,3,<6,5.9,Low,30-60,ME,61.39,Good
2,6.32,42.9,76.8,2,3.0,2,6-8,9.8,High,>60,CE,49.34,Average
5,7.31,61.7,83.0,1,20.6,2,6-8,11.8,High,30-60,EC,64.67,Good
6,7.33,71.8,73.0,1,15.2,3,6-8,7.2,Medium,<30,CE,67.08,Good
0,7.47,73.8,75.0,-1,14.9,3,<6,10.5,Low,<30,ME,64.85,Good
7,6.61,60.0,72.6,7,15.9,1,<6,12.1,Medium,>60,ICT,43.01,Average
0,8.73,63.2,74.3,-1,8.4,1,<6,11.3,Medium,<30,EE,63.9,Good
6,4.79,46.0,71.6,6,9.2,0,<6,9.5,High,<30,IT,35.43,At Risk
5,5.96,63.0,75.3,1,16.3,1,>8,9.8,Medium,<30,IT,57.42,Average
2,7.29,66.5,89.4,1,23.2,2,6-8,6.0,Low,<30,EC,69.95,Good
3,8.82,84.8,71.6,0,19.0,5,6-8,2.9,High,<30,CE,79.08,Excellent
7,8.55,78.7,91.3,1,16.8,3,6-8,5.6,Low,<30,EC,76.55,Excellent
6,4.88,46.9,69.3,3,12.3,1,6-8,7.3,Medium,30-60,ICT,45.43,Average
3,7.46,62.2,83.1,2,22.5,1,<6,5.6,Medium,<30,ME,63.86,Good
3,6.25,59.3,81.6,5,20.9,2,6-8,9.4,Low,<30,EE,54.77,Average
2,8.08,70.1,94.4,0,25.1,3,6-8,4.8,Medium,<30,IT,80.49,Excellent
3,5.45,37.6,61.7,3,10.6,3,<6,12.6,Medium,30-60,ME,41.98,Below Average
5,7.78,65.5,89.0,0,17.4,3,<6,4.7,Medium,>60,EE,69.82,Good
3,5.23,57.7,72.2,4,10.5,0,6-8,8.8,Low,<30,CE,44.72,Average
5,6.3,67.4,77.6,4,22.8,1,<6,8.8,High,<30,ME,54.21,Average
6,5.26,51.2,67.1,2,9.4,1,6-8,8.2,Low,<30,EE,46.93,Average
2,3.6,30.4,47.0,6,3.5,1,<6,17.7,Low,<30,ME,18.77,At Risk
5,5.28,44.8,72.8,6,9.2,1,6-8,12.6,Medium,30-60,ICT,40.2,Below Average
4,4.69,38.1,76.9,4,18.6,2,<6,7.2,Low,30-60,CE,42.48,Below Average
1,7.25,63.4,80.1,0,23.3,5,6-8,1.6,High,>60,EE,71.7,Good
2,4.12,54.8,66.5,6,11.7,1,6-8,13.7,Low,<30,CE,36.19,Below Average
1,6.28,48.9,68.3,6,15.8,0,6-8,8.2,Low,>60,CE,40.51,Below Average
6,5.34,54.1,65.9,6,3.0,0,6-8,8.9,Low,>60,EC,34.36,At Risk
5,8.37,76.5,94.8,1,16.5,2,6-8,3.9,Low,<30,ICT,75.52,Good
6,5.82,56.1,67.1,0,14.0,0,<6,8.8,Low,<30,ME,49.94,Average
5,6.56,43.0,75.6,2,12.6,1,6-8,11.4,High,30-60,EE,51.69,Average
4,5.59,59.6,75.1,1,20.1,1,<6,4.8,Low,<30,IT,54.49,Average
3,5.11,44.9,59.0,5,12.7,0,>8,10.5,Medium,>60,ME,34.37,At Risk
2,4.36,49.9,54.9,4,7.2,0,>8,13.5,Low,30-60,ICT,30.74,At Risk
6,5.17,29.9,75.2,3,12.1,0,6-8,14.6,Low,<30,EC,41.44,Below Average
3,7.81,65.0,80.2,0,16.2,3,6-8,6.2,Medium,30-60,EE,70.45,Good
2,3.07,36.4,53.7,4,6.6,0,6-8,11.7,Medium,30-60,EE,27.51,At Risk
5,6.56,70.8,77.8,0,15.6,2,6-8,6.2,Medium,<30,IT,66.57,Good
2,6.5,45.9,67.5,1,15.2,3,<6,10.9,Low,<30,CE,52.93,Average
2,4.45,20.0,57.4,4,3.1,1,<6,15.9,Low,30-60,ICT,25.22,At Risk
6,5.99,46.0,80.7,5,13.2,1,6-8,8.7,Low,<30,EE,48.13,Average
3,7.89,71.4,81.7,0,21.8,4,6-8,9.2,Medium,30-60,ICT,74.46,Good
1,3.77,56.9,63.3,2,14.1,1,6-8,13.3,Low,<30,CE,42.1,Below Average
5,5.94,55.8,72.3,5,11.2,1,6-8,8.1,High,<30,CE,47.56,Average
6,9.56,83.9,100.0,0,32.3,5,6-8,0.0,High,<30,ME,93.98,Excellent
3,5.91,66.2,81.8,3,13.1,2,6-8,6.6,Low,>60,CE,54.35,Average
2,6.43,49.4,79.9,0,14.7,0,<6,5.8,Medium,>60,ME,54.66,Average
0,5.72,62.7,78.7,-1,16.6,0,6-8,9.6,Medium,>60,ME,56.56,Average
6,6.79,57.4,69.6,0,14.0,2,<6,5.7,Medium,<30,EE,59.57,Good
3,6.87,68.6,80.7,1,17.2,2,6-8,5.1,Low,<30,EC,65.03,Good
7,3.8,30.4,53.2,3,6.4,0,<6,14.9,Medium,<30,CE,28.33,At Risk
5,4.27,23.7,55.9,5,3.8,0,<6,17.1,Medium,>60,EC,22.08,At Risk
4,5.83,60.3,63.1,3,13.9,2,6-8,12.4,Low,<30,CE,48.95,Average
5,5.55,55.9,58.9,3,13.1,1,>8,13.1,Medium,<30,CE,44.83,Average
2,6.81,53.9,66.1,4,15.1,3,6-8,13.2,Low,30-60,ICT,50.3,Average
1,4.27,43.8,60.0,5,11.6,1,6-8,14.9,Medium,30-60,EE,34.73,At Risk
1,5.64,55.9,63.9,0,14.2,3,<6,5.8,High,<30,ME,54.36,Average
7,6.22,57.4,64.4,3,20.0,3,6-8,11.1,High,<30,EE,54.21,Average
5,5.85,47.6,72.2,8,13.3,0,6-8,3.8,Medium,<30,IT,41.78,Below Average
7,5.85,40.0,70.3,0,7.7,3,6-8,12.1,Medium,>60,ICT,52.07,Average
6,5.81,58.8,73.3,1,6.0,1,<6,11.8,Medium,30-60,EE,49.88,Average
3,6.71,54.1,86.8,1,12.6,1,6-8,5.5,Low,<30,EC,61.17,Good
7,6.24,58.0,83.0,1,16.1,2,<6,6.5,Medium,30-60,EC,59.31,Good
4,4.54,35.9,56.9,7,10.6,0,<6,17.4,Low,30-60,IT,22.96,At Risk
7,7.72,59.0,87.3,1,19.5,4,>8,5.2,Low,>60,EE,67.5,Good
2,4.96,50.8,56.9,3,3.3,1,<6,11.9,High,30-60,ME,35.52,At Risk
3,3.93,46.9,50.0,6,11.3,1,6-8,8.1,Medium,>60,IT,29.51,At Risk
3,6.5,58.2,65.1,2,15.0,2,<6,12.6,Medium,30-60,ME,51.23,Average
0,7.88,65.3,55.6,-1,12.3,2,6-8,10.5,Low,<30,EC,59.14,Good
5,6.26,72.6,77.6,2,10.8,2,6-8,6.3,Low,30-60,IT,57.87,Average
7,5.17,42.5,70.2,6,13.6,0,6-8,12.7,Low,<30,ME,37.7,Below Average
7,8.12,85.3,80.0,2,19.7,3,<6,0.5,Medium,30-60,IT,71.01,Good
6,8.75,79.5,96.8,0,21.7,3,<6,1.5,Medium,30-60,CE,80.88,Excellent
2,6.59,68.7,75.2,1,13.8,2,>8,5.3,High,<30,ICT,61.12,Good
3,7.93,56.7,71.3,3,21.4,3,<6,10.8,Medium,>60,ME,57.72,Average
2,4.74,23.3,40.9,6,8.2,0,6-8,13.5,Medium,<30,CE,24.42,At Risk
3,5.49,55.4,81.5,2,14.7,2,<6,9.0,High,30-60,CE,52.29,Average
3,5.28,43.6,58.6,3,14.8,1,>8,11.2,Medium,<30,EC,42.63,Below Average
7,5.02,58.4,68.6,2,9.2,1,<6,7.8,Medium,<30,IT,47.28,Average
1,6.17,51.9,71.1,4,11.2,0,>8,8.9,High,<30,CE,46.0,Average
6,5.95,53.4,59.4,3,19.4,2,6-8,13.6,Medium,30-60,ICT,48.65,Average
4,5.01,46.4,63.4,3,3.0,0,6-8,11.5,Medium,30-60,CE,39.15,Below Average
5,5.11,50.7,79.1,8,8.0,0,<6,8.5,Medium,30-60,CE,35.74,At Risk
7,5.17,51.7,65.8,1,10.5,2,<6,9.2,Low,30-60,ME,45.61,Average
7,7.89,47.3,73.6,2,19.4,3,6-8,1.6,Medium,>60,IT,62.61,Good
0,9.17,58.3,81.9,-1,22.7,4,6-8,11.5,Medium,>60,ME,74.55,Good
6,6.91,58.2,79.3,0,15.5,3,<6,5.4,Low,>60,EC,60.28,Good
1,7.63,65.6,87.4,0,24.0,4,6-8,2.5,Medium,<30,ME,77.88,Excellent
1,4.49,58.6,66.8,5,12.0,1,<6,6.7,Medium,<30,EE,40.87,Below Average
7,6.52,55.7,77.3,4,20.3,2,6-8,9.4,Low,>60,ICT,52.48,Average
7,7.69,81.5,84.8,0,17.3,3,>8,4.6,Medium,<30,IT,75.08,Good
3,5.54,58.0,57.0,3,12.5,2,>8,11.7,High,<30,ME,45.12,Average
0,6.0,24.5,66.2,-1,6.3,0,>8,13.1,Medium,<30,EE,45.06,Average
6,5.53,56.4,71.8,3,8.0,0,6-8,12.3,Low,30-60,EE,44.22,Average
6,7.79,62.8,84.7,1,18.5,3,6-8,2.9,Medium,>60,EE,69.61,Good
1,4.05,58.1,67.6,4,11.5,1,<6,5.1,Medium,<30,IT,41.63,Below Average
7,5.94,63.7,75.6,7,7.1,1,<6,11.1,Low,30-60,CE,39.95,Below Average
6,5.83,47.0,62.5,3,10.7,1,6-8,7.6,Low,<30,IT,45.29,Average
3,5.48,52.8,67.2,5,18.6,1,<6,15.0,Low,30-60,ME,39.49,Below Average
3,5.06,49.4,57.1,4,17.6,0,<6,5.8,Medium,>60,IT,37.16,Below Average
2,2.53,45.4,54.4,0,11.2,0,6-8,15.7,Medium,30-60,CE,34.75,At Risk
5,6.3,47.5,81.0,3,15.0,2,6-8,8.2,Low,<30,ME,54.96,Average
4,6.45,59.3,80.0,1,14.2,3,6-8,4.9,High,<30,IT,63.5,Good
6,7.52,77.3,90.7,0,21.6,3,6-8,4.5,Medium,30-60,ICT,76.65,Excellent
4,6.55,59.4,76.1,0,26.0,2,6-8,8.2,Medium,>60,EC,63.42,Good
0,9.51,63.4,69.4,-1,6.4,1,6-8,10.5,Medium,>60,EE,64.35,Good
6,6.11,57.8,75.4,6,9.3,2,<6,12.9,High,30-60,ME,43.58,Average
