last_sem_spi,internal_assessment_avg,attendance_percentage,total_backlogs,pyq_solving_frequency,study_hours_weekly,sleep_category,gaming_hours_weekly,assignment_delay_count,department,travel_time_category,extra_curricular_level,sleep_score,travel_score,extra_score,ps,performance_category
3.44,63.4,76.5,0,4,12.5,6-8,28.7,2,IT,>60,High,1.0,0.4,1.0,51.13,Average
1.3,83.0,56.4,2,0,19.4,6-8,8.4,3,EC,30-60,Medium,1.0,0.7,0.7,34.57,At Risk
5.65,30.9,34.5,2,1,10.6,6-8,21.9,1,ICT,30-60,Medium,1.0,0.7,0.7,23.04,At Risk
2.77,34.0,98.6,1,1,27.5,6-8,2.4,2,ME,>60,Medium,1.0,0.4,0.7,40.26,Average
7.82,39.7,83.3,1,5,15.7,6-8,15.1,3,EE,<30,Low,1.0,1.0,0.3,55.56,Average
6.77,31.8,66.3,0,5,12.4,6-8,19.6,0,ME,30-60,Medium,1.0,0.7,0.7,52.4,Average
9.31,69.5,76.2,1,2,16.6,<6,22.6,1,CE,>60,Low,0.3,0.4,0.3,63.79,Average
8.05,68.0,32.4,0,0,30.0,<6,1.1,3,IT,<30,Low,0.3,1.0,0.3,48.48,Average
2.63,42.6,97.0,1,5,24.3,6-8,12.2,2,ICT,<30,Medium,1.0,1.0,0.7,47.91,Average
8.2,39.0,99.7,2,2,8.4,<6,3.3,1,EC,30-60,Medium,0.3,0.7,0.7,52.35,Average
6.78,38.7,71.9,1,3,24.7,6-8,3.3,1,ICT,<30,Medium,1.0,1.0,0.7,53.42,Average
7.02,87.2,73.5,0,1,18.7,6-8,24.2,0,EC,>60,Medium,1.0,0.4,0.7,70.21,Good
8.49,71.6,76.4,2,3,49.0,6-8,27.1,1,CE,>60,Medium,1.0,0.4,0.7,76.14,Good
6.16,65.1,73.3,2,4,36.7,<6,0.1,1,ME,<30,Low,0.3,1.0,0.3,60.98,Average
5.19,49.3,55.1,2,4,21.6,6-8,26.9,2,EE,<30,Medium,1.0,1.0,0.7,41.02,Average
6.73,56.0,63.3,0,0,10.4,<6,21.3,0,ICT,<30,High,0.3,1.0,1.0,43.73,Average
3.68,35.4,42.6,1,0,7.7,6-8,19.0,2,ICT,30-60,Low,1.0,0.7,0.3,16.46,At Risk
2.64,89.9,55.7,0,1,34.1,6-8,14.8,1,EC,30-60,Low,1.0,0.7,0.3,53.77,Average
6.55,75.3,54.9,0,0,8.3,<6,28.7,4,EE,30-60,Low,0.3,0.7,0.3,39.24,At Risk
3.1,67.3,43.1,0,1,38.1,6-8,28.7,0,EE,<30,Medium,1.0,1.0,0.7,42.99,Average
1.72,65.3,82.9,0,3,10.1,6-8,25.6,3,IT,<30,Low,1.0,1.0,0.3,38.31,At Risk
1.0,60.3,52.8,1,0,7.3,6-8,28.2,2,ME,30-60,Medium,1.0,0.7,0.7,19.43,At Risk
6.47,45.4,64.1,3,4,49.4,>8,24.5,1,ME,<30,Medium,0.8,1.0,0.7,52.3,Average
4.26,43.6,32.5,0,1,48.3,<6,24.9,1,CE,<30,Low,0.3,1.0,0.3,30.68,At Risk
7.77,63.0,58.0,0,3,30.9,6-8,1.8,2,CE,<30,Low,1.0,1.0,0.3,65.2,Average
4.38,34.2,80.9,1,2,46.0,>8,10.9,1,ME,30-60,Low,0.8,0.7,0.3,45.41,Average
5.37,34.5,55.6,1,1,48.8,6-8,4.2,2,ME,<30,Low,1.0,1.0,0.3,41.22,Average
4.66,63.6,64.6,3,4,25.0,>8,21.7,1,ME,<30,Low,0.8,1.0,0.3,45.93,Average
6.86,85.2,76.1,1,0,5.5,>8,26.0,3,ME,<30,High,0.8,1.0,1.0,53.24,Average
4.21,84.9,51.1,3,3,32.9,6-8,7.2,0,ME,<30,Low,1.0,1.0,0.3,55.74,Average
9.67,30.6,48.3,0,5,22.9,6-8,3.0,1,IT,30-60,Medium,1.0,0.7,0.7,62.71,Average
9.43,36.4,26.9,1,2,35.3,<6,28.9,1,EC,<30,High,0.3,1.0,1.0,42.82,Average
8.63,65.0,66.6,2,0,13.0,6-8,10.6,1,CE,<30,Low,1.0,1.0,0.3,53.44,Average
9.28,80.9,76.6,0,1,49.4,>8,20.3,4,IT,>60,Low,0.8,0.4,0.3,76.59,Good
5.04,87.3,66.5,2,4,39.6,>8,3.2,0,ME,<30,Medium,0.8,1.0,0.7,71.24,Good
5.83,81.6,42.7,3,2,18.3,>8,8.4,0,EE,<30,High,0.8,1.0,1.0,52.55,Average
7.68,70.7,41.0,1,2,39.7,6-8,29.2,1,EC,<30,High,1.0,1.0,1.0,60.12,Average
7.27,42.0,32.8,2,0,43.3,>8,7.2,2,EC,30-60,Medium,0.8,0.7,0.7,39.96,At Risk
9.02,34.4,23.8,0,3,27.2,6-8,5.2,0,CE,>60,Medium,1.0,0.4,0.7,54.6,Average
7.45,32.9,54.2,1,4,23.3,<6,4.0,3,IT,<30,Low,0.3,1.0,0.3,41.98,Average
9.98,66.7,32.8,3,3,15.6,6-8,3.8,0,EE,<30,Low,1.0,1.0,0.3,59.87,Average
4.14,32.2,75.3,4,3,42.6,6-8,27.2,3,EE,>60,Low,1.0,0.4,0.3,32.63,At Risk
8.5,74.4,96.9,2,3,23.4,>8,14.3,1,EC,<30,Low,0.8,1.0,0.3,72.65,Good
7.28,72.7,25.9,1,0,40.9,6-8,4.7,1,EE,<30,Medium,1.0,1.0,0.7,55.27,Average
7.22,34.8,91.4,1,3,44.3,6-8,6.7,1,ME,30-60,Medium,1.0,0.7,0.7,63.9,Average
3.93,84.4,72.6,0,2,29.9,>8,2.5,1,ICT,30-60,High,0.8,0.7,1.0,65.35,Average
8.07,61.3,88.8,2,5,12.9,<6,22.9,3,EE,<30,Medium,0.3,1.0,0.7,59.15,Average
9.1,84.3,32.4,1,4,6.7,>8,9.5,1,EC,>60,Medium,0.8,0.4,0.7,68.64,Average
2.97,84.1,92.5,2,2,36.8,6-8,6.6,1,CE,>60,High,1.0,0.4,1.0,65.31,Average
6.63,41.8,96.6,2,1,43.7,<6,21.1,2,CE,30-60,High,0.3,0.7,1.0,50.47,Average
4.53,52.8,92.5,1,3,43.9,<6,10.9,2,EE,30-60,Low,0.3,0.7,0.3,53.75,Average
9.91,38.1,82.8,2,3,21.1,>8,25.0,0,ME,>60,High,0.8,0.4,1.0,62.54,Average
5.31,76.5,27.2,0,5,14.5,6-8,23.0,2,ME,>60,Low,1.0,0.4,0.3,53.18,Average
3.05,60.2,37.7,2,0,7.6,<6,20.5,1,IT,30-60,Low,0.3,0.7,0.3,17.98,At Risk
4.44,85.7,93.1,0,0,15.4,<6,21.8,2,CE,30-60,Medium,0.3,0.7,0.7,53.44,Average
6.88,42.5,38.4,0,1,16.6,>8,7.4,1,ME,<30,Medium,0.8,1.0,0.7,40.3,Average
1.68,71.3,47.8,0,4,31.4,<6,12.8,0,EE,30-60,Low,0.3,0.7,0.3,45.06,Average
6.43,89.4,24.0,1,2,15.7,6-8,20.5,2,IT,<30,Low,1.0,1.0,0.3,50.41,Average
9.38,69.9,70.2,0,4,15.8,6-8,4.1,1,IT,<30,Low,1.0,1.0,0.3,76.07,Good
8.65,34.1,65.1,1,1,20.5,6-8,26.0,3,ME,30-60,High,1.0,0.7,1.0,44.5,Average
1.61,65.3,96.9,2,4,34.7,6-8,17.1,1,ME,<30,Low,1.0,1.0,0.3,50.93,Average
9.94,40.8,91.4,1,0,22.9,6-8,23.3,2,IT,30-60,Low,1.0,0.7,0.3,55.76,Average
7.29,31.8,60.5,0,2,37.9,6-8,6.9,3,CE,30-60,Low,1.0,0.7,0.3,48.84,Average
2.46,50.1,68.7,0,5,24.5,6-8,29.7,2,ICT,>60,Medium,1.0,0.4,0.7,44.77,Average
1.11,46.0,53.1,1,2,40.8,<6,1.4,0,IT,>60,Medium,0.3,0.4,0.7,33.89,At Risk
2.54,77.3,30.6,0,3,25.7,<6,8.7,0,EE,30-60,Medium,0.3,0.7,0.7,44.78,Average
8.54,52.4,89.4,2,3,41.8,6-8,0.5,1,IT,<30,High,1.0,1.0,1.0,73.74,Good
1.19,74.0,64.0,0,0,42.8,>8,6.7,2,ME,30-60,Medium,0.8,0.7,0.7,44.21,Average
3.1,31.0,54.0,1,3,39.7,6-8,6.6,3,ICT,30-60,Medium,1.0,0.7,0.7,34.45,At Risk
7.82,30.9,25.5,1,3,29.1,<6,28.2,1,IT,30-60,High,0.3,0.7,1.0,36.57,At Risk
6.27,31.8,73.2,1,0,33.9,6-8,18.0,1,ME,30-60,Medium,1.0,0.7,0.7,42.03,Average
8.04,43.2,52.0,2,4,6.0,6-8,2.3,1,EE,30-60,Medium,1.0,0.7,0.7,51.27,Average
7.72,52.4,40.3,2,4,17.7,>8,6.6,2,EE,30-60,Low,0.8,0.7,0.3,49.26,Average
1.46,66.5,90.1,1,1,23.0,<6,11.2,2,EE,30-60,Medium,0.3,0.7,0.7,38.65,At Risk
9.03,89.2,34.7,0,2,7.4,6-8,1.1,3,CE,<30,Low,1.0,1.0,0.3,64.58,Average
3.04,51.3,61.2,2,4,42.1,6-8,18.1,0,ICT,<30,Low,1.0,1.0,0.3,45.02,Average
5.98,33.3,83.7,1,0,17.4,6-8,29.2,1,EE,30-60,Medium,1.0,0.7,0.7,37.12,At Risk
6.8,41.7,87.9,2,5,13.0,6-8,11.6,1,EE,>60,Low,1.0,0.4,0.3,56.96,Average
2.52,83.9,85.5,0,2,46.5,6-8,1.2,1,IT,30-60,Medium,1.0,0.7,0.7,68.32,Average
9.79,72.0,91.7,0,1,5.3,6-8,9.4,2,EC,30-60,Medium,1.0,0.7,0.7,72.91,Good
5.39,77.4,31.4,1,2,37.0,6-8,4.7,1,ME,30-60,High,1.0,0.7,1.0,58.17,Average
1.52,37.5,95.2,3,3,6.9,<6,8.6,1,IT,<30,Low,0.3,1.0,0.3,23.07,At Risk
9.44,38.1,20.9,2,0,20.6,6-8,9.5,0,EC,30-60,Low,1.0,0.7,0.3,39.16,At Risk
6.28,36.7,40.5,1,1,17.6,>8,7.1,2,EC,>60,Medium,0.8,0.4,0.7,34.9,At Risk
7.29,81.4,26.7,1,1,23.8,<6,22.0,0,ME,<30,High,0.3,1.0,1.0,51.53,Average
5.73,42.6,95.6,2,1,19.6,6-8,22.3,1,IT,30-60,High,1.0,0.7,1.0,46.38,Average
8.51,68.6,53.9,1,0,37.7,6-8,5.2,1,ME,30-60,High,1.0,0.7,1.0,65.8,Average
1.3,61.0,45.2,2,1,33.6,6-8,1.0,2,CE,<30,Low,1.0,1.0,0.3,29.63,At Risk
3.42,62.7,33.4,3,3,27.7,>8,12.4,0,EE,30-60,Medium,0.8,0.7,0.7,38.2,At Risk
5.23,41.7,32.5,0,3,21.0,6-8,23.3,1,IT,>60,Low,1.0,0.4,0.3,37.73,At Risk
1.69,68.1,69.1,1,4,8.3,>8,14.8,4,EE,<30,Medium,0.8,1.0,0.7,36.71,At Risk
7.35,32.6,23.8,1,1,33.7,6-8,22.0,1,CE,>60,High,1.0,0.4,1.0,38.35,At Risk
4.54,89.6,67.5,0,2,16.8,<6,20.3,2,EE,>60,Medium,0.3,0.4,0.7,56.28,Average
3.45,31.6,82.0,1,1,16.0,<6,9.2,0,ME,<30,Low,0.3,1.0,0.3,27.94,At Risk
1.03,33.0,68.1,0,2,38.8,6-8,27.6,2,ME,<30,Low,1.0,1.0,0.3,25.42,At Risk
7.48,49.5,86.1,2,3,18.6,<6,23.0,4,CE,<30,High,0.3,1.0,1.0,47.51,Average
8.5,79.9,41.2,2,3,38.4,6-8,16.2,2,ME,<30,Low,1.0,1.0,0.3,65.24,Average
4.56,45.4,26.2,0,5,38.8,<6,1.8,0,CE,30-60,Medium,0.3,0.7,0.7,47.59,Average
6.08,58.3,77.7,2,3,12.0,6-8,3.1,4,EE,<30,Medium,1.0,1.0,0.7,49.95,Average
3.05,31.1,86.3,1,0,18.2,6-8,5.3,1,IT,30-60,Low,1.0,0.7,0.3,30.25,At Risk
6.6,34.7,60.1,2,2,30.7,6-8,27.3,1,ME,>60,Low,1.0,0.4,0.3,40.75,Average
1.11,66.5,85.6,0,4,49.2,>8,23.1,2,ICT,<30,Medium,0.8,1.0,0.7,53.23,Average
5.4,41.7,56.6,0,1,20.5,<6,23.4,4,EC,30-60,Medium,0.3,0.7,0.7,30.01,At Risk
6.8,71.7,35.9,0,2,43.7,>8,3.2,0,ICT,>60,Low,0.8,0.4,0.3,65.17,Average
9.26,77.1,58.0,0,2,43.9,6-8,9.1,1,ME,<30,High,1.0,1.0,1.0,80.24,Good
4.43,81.0,37.3,1,5,19.2,6-8,29.1,1,EE,<30,Medium,1.0,1.0,0.7,52.86,Average
7.89,38.0,57.8,1,3,48.4,6-8,29.5,1,EC,30-60,Medium,1.0,0.7,0.7,55.96,Average
6.38,57.3,31.8,0,0,7.6,<6,16.3,2,ICT,<30,High,0.3,1.0,1.0,32.66,At Risk
9.34,86.8,34.8,1,2,16.7,>8,28.2,1,EE,<30,Low,0.8,1.0,0.3,61.1,Average
4.59,76.3,90.6,0,0,28.5,<6,21.2,0,ME,>60,Medium,0.3,0.4,0.7,57.53,Average
3.87,37.0,29.3,2,0,9.1,6-8,27.8,1,IT,>60,Low,1.0,0.4,0.3,13.52,At Risk
8.98,60.2,37.9,0,5,41.2,>8,16.6,1,ME,30-60,Medium,0.8,0.7,0.7,71.33,Good
1.44,85.3,99.6,1,0,13.3,6-8,4.1,1,ME,<30,Medium,1.0,1.0,0.7,49.9,Average
2.23,56.4,66.1,0,1,45.6,>8,25.3,0,EE,<30,High,0.8,1.0,1.0,43.5,Average
1.74,80.2,66.9,0,2,48.9,6-8,25.2,3,IT,<30,Medium,1.0,1.0,0.7,50.88,Average
8.59,59.8,87.6,0,3,38.1,>8,2.2,1,EE,30-60,Low,0.8,0.7,0.3,77.18,Good
1.1,36.4,61.9,2,2,33.3,>8,13.3,1,EE,<30,Low,0.8,1.0,0.3,22.67,At Risk
8.75,38.9,37.7,1,0,31.3,6-8,24.7,1,ICT,<30,High,1.0,1.0,1.0,43.18,Average
5.06,32.8,53.8,1,2,36.7,>8,16.9,1,ICT,>60,Medium,0.8,0.4,0.7,39.55,At Risk
1.04,41.7,80.4,0,3,44.7,6-8,8.2,0,IT,>60,High,1.0,0.4,1.0,48.47,Average
4.61,83.6,89.8,0,5,37.1,>8,13.8,3,ICT,30-60,High,0.8,0.7,1.0,75.58,Good
2.68,69.0,41.9,2,3,40.9,<6,24.8,0,ME,30-60,Low,0.3,0.7,0.3,39.06,At Risk
6.62,74.3,41.0,1,5,17.6,6-8,3.0,1,CE,30-60,Low,1.0,0.7,0.3,63.31,Average
7.11,67.3,46.2,0,5,42.2,<6,19.2,3,ME,<30,Low,0.3,1.0,0.3,60.45,Average
5.39,53.2,67.7,1,5,12.8,6-8,27.4,2,CE,30-60,High,1.0,0.7,1.0,50.97,Average
1.36,43.0,42.3,1,0,6.3,6-8,17.3,1,EE,>60,Medium,1.0,0.4,0.7,15.64,At Risk
6.91,85.5,91.5,0,3,27.6,6-8,15.9,0,CE,<30,High,1.0,1.0,1.0,81.57,Good
8.58,60.9,98.2,0,0,24.1,<6,29.7,2,EC,30-60,Low,0.3,0.7,0.3,58.01,Average
7.48,58.9,74.3,3,5,19.1,>8,9.5,3,ICT,30-60,Low,0.8,0.7,0.3,57.6,Average
8.47,89.8,97.6,1,2,12.6,>8,23.6,1,CE,<30,Medium,0.8,1.0,0.7,75.57,Good
2.8,53.0,43.0,0,4,23.8,6-8,0.6,3,EE,30-60,Medium,1.0,0.7,0.7,41.77,Average
9.0,81.2,85.2,2,2,37.6,6-8,11.7,2,ME,30-60,Medium,1.0,0.7,0.7,78.86,Good
3.9,81.7,74.3,0,4,42.7,<6,2.7,0,CE,30-60,Medium,0.3,0.7,0.7,70.42,Good
1.12,44.0,41.1,2,2,20.9,6-8,8.8,1,EC,<30,Medium,1.0,1.0,0.7,21.25,At Risk
8.59,35.7,45.5,2,3,6.7,6-8,21.2,0,CE,>60,Medium,1.0,0.4,0.7,44.88,Average
9.48,88.5,59.1,2,2,12.7,6-8,8.1,0,ME,30-60,Low,1.0,0.7,0.3,72.83,Good
6.9,55.6,83.3,0,2,14.7,>8,0.1,2,ICT,30-60,Medium,0.8,0.7,0.7,59.68,Average
3.08,30.1,89.8,1,5,44.2,<6,18.4,2,ICT,<30,Low,0.3,1.0,0.3,40.84,Average
3.27,59.9,70.7,1,2,14.2,>8,3.9,7,ME,<30,Low,0.8,1.0,0.3,31.81,At Risk
5.2,67.2,77.7,0,1,7.1,6-8,18.6,2,CE,>60,Medium,1.0,0.4,0.7,51.09,Average
9.08,76.6,41.1,1,5,26.9,6-8,0.8,2,IT,30-60,High,1.0,0.7,1.0,77.13,Good
2.35,86.6,79.3,2,5,8.5,<6,26.8,1,ME,<30,Medium,0.3,1.0,0.7,48.54,Average
8.43,84.9,68.4,1,1,9.4,>8,1.6,2,ME,<30,High,0.8,1.0,1.0,67.19,Average
3.62,86.4,37.8,2,4,21.6,>8,26.7,3,EE,30-60,Medium,0.8,0.7,0.7,45.38,Average
8.28,31.9,96.0,1,5,43.7,6-8,28.8,1,ME,<30,Medium,1.0,1.0,0.7,66.59,Average
9.28,72.7,61.0,0,1,44.2,6-8,14.0,0,IT,30-60,Medium,1.0,0.7,0.7,77.27,Good
4.85,43.6,83.6,0,1,39.9,>8,12.1,4,CE,<30,Medium,0.8,1.0,0.7,45.18,Average
4.29,41.3,62.0,2,5,10.6,6-8,16.8,2,IT,30-60,High,1.0,0.7,1.0,39.96,At Risk
8.22,78.0,94.6,3,5,23.7,6-8,1.3,1,IT,>60,High,1.0,0.4,1.0,84.38,Good
5.77,55.0,31.3,1,5,14.6,<6,29.0,1,CE,30-60,High,0.3,0.7,1.0,41.74,Average
7.16,85.0,63.7,1,3,11.2,6-8,6.8,0,EC,>60,Medium,1.0,0.4,0.7,71.7,Good
6.61,32.5,22.0,2,3,37.1,6-8,19.7,1,ME,>60,Medium,1.0,0.4,0.7,38.27,At Risk
2.38,78.1,35.8,0,4,14.7,6-8,11.7,1,EE,<30,Low,1.0,1.0,0.3,44.79,Average
8.6,38.2,42.5,0,3,49.3,6-8,25.7,1,IT,>60,Low,1.0,0.4,0.3,57.96,Average
2.76,40.6,57.8,2,4,40.8,6-8,21.1,1,CE,30-60,Medium,1.0,0.7,0.7,38.78,At Risk
9.39,58.6,85.6,1,3,40.9,>8,28.9,1,EE,>60,High,0.8,0.4,1.0,75.59,Good
3.26,53.7,57.3,1,4,37.2,6-8,20.1,1,CE,>60,High,1.0,0.4,1.0,49.82,Average
7.6,59.2,64.9,2,4,15.5,6-8,7.4,3,ICT,30-60,Medium,1.0,0.7,0.7,57.98,Average
3.56,86.4,93.9,1,2,14.0,6-8,3.3,1,EE,30-60,Low,1.0,0.7,0.3,61.54,Average
3.86,69.4,80.5,2,4,15.2,>8,29.7,2,EE,>60,Medium,0.8,0.4,0.7,49.48,Average
3.79,47.4,24.0,0,4,28.2,6-8,20.5,1,IT,<30,High,1.0,1.0,1.0,38.58,At Risk
7.73,40.4,34.1,2,4,11.1,>8,9.6,2,ME,<30,Low,0.8,1.0,0.3,39.12,At Risk
6.01,55.2,23.1,1,5,37.2,6-8,24.6,1,EE,>60,Medium,1.0,0.4,0.7,52.45,Average
8.95,57.1,25.5,2,0,40.8,6-8,20.0,0,EE,>60,Low,1.0,0.4,0.3,51.17,Average
3.77,66.1,47.1,1,4,40.4,6-8,14.5,2,CE,<30,Low,1.0,1.0,0.3,49.99,Average
7.23,46.0,78.2,2,2,50.0,6-8,20.0,0,CE,30-60,Low,1.0,0.7,0.3,59.48,Average
7.78,76.1,39.5,4,0,44.9,6-8,19.5,2,CE,30-60,High,1.0,0.7,1.0,53.27,Average
2.36,35.9,51.4,1,5,43.3,>8,28.8,4,IT,30-60,High,0.8,0.7,1.0,32.97,At Risk
4.61,63.6,51.5,0,2,6.1,6-8,22.4,1,EE,30-60,Low,1.0,0.7,0.3,41.63,Average
5.35,67.4,67.2,1,2,36.5,>8,21.3,4,IT,30-60,High,0.8,0.7,1.0,52.64,Average
4.2,42.4,91.4,0,5,31.7,<6,20.8,0,CE,<30,Medium,0.3,1.0,0.7,53.4,Average
3.9,79.6,98.7,4,5,36.9,<6,0.8,1,ME,<30,Low,0.3,1.0,0.3,62.88,Average
7.18,66.9,68.4,0,2,13.6,6-8,2.0,2,ME,<30,Low,1.0,1.0,0.3,59.79,Average
2.94,68.7,60.4,4,3,26.2,6-8,10.1,1,EE,30-60,Low,1.0,0.7,0.3,41.31,Average
7.38,59.9,74.6,1,5,10.2,>8,4.7,2,ME,>60,Medium,0.8,0.4,0.7,65.25,Average
9.42,84.6,73.4,2,4,48.4,6-8,22.2,2,EC,>60,Low,1.0,0.4,0.3,84.49,Good
6.09,71.6,61.9,2,3,7.0,>8,4.6,1,ICT,30-60,High,0.8,0.7,1.0,55.89,Average
6.5,52.9,79.0,3,5,47.2,6-8,25.4,1,IT,30-60,High,1.0,0.7,1.0,64.39,Average
1.62,44.3,59.3,2,2,11.6,6-8,27.3,2,ME,30-60,Medium,1.0,0.7,0.7,20.49,At Risk
8.78,34.3,99.7,1,5,9.9,>8,3.0,0,EC,<30,Medium,0.8,1.0,0.7,66.49,Average
3.57,39.9,23.9,0,4,42.0,<6,29.2,0,CE,<30,High,0.3,1.0,1.0,33.81,At Risk
6.54,89.6,55.5,1,2,34.2,6-8,2.8,0,ICT,30-60,Low,1.0,0.7,0.3,71.64,Good
9.81,54.4,51.8,2,3,16.7,<6,21.4,0,ME,30-60,High,0.3,0.7,1.0,56.92,Average
6.36,83.9,81.6,1,5,11.8,>8,29.1,2,CE,30-60,Medium,0.8,0.7,0.7,67.62,Average
7.52,40.2,35.3,3,1,8.5,6-8,2.5,0,ME,30-60,High,1.0,0.7,1.0,37.6,At Risk
5.01,55.5,54.7,1,0,37.4,6-8,29.9,2,ME,30-60,High,1.0,0.7,1.0,41.24,Average
1.54,87.6,75.8,3,5,12.6,<6,21.9,1,EE,30-60,Medium,0.3,0.7,0.7,46.24,Average
8.18,35.5,68.3,1,2,24.7,6-8,20.2,1,CE,<30,Medium,1.0,1.0,0.7,50.03,Average
1.31,65.6,63.6,0,3,46.6,>8,9.7,2,ICT,<30,Low,0.8,1.0,0.3,46.37,Average
7.31,85.2,54.8,0,3,39.7,<6,11.3,0,CE,30-60,Low,0.3,0.7,0.3,72.55,Good
1.21,87.0,80.2,0,4,29.5,6-8,10.8,1,EC,<30,Low,1.0,1.0,0.3,59.35,Average
8.76,80.8,71.7,2,3,36.1,<6,25.2,0,IT,<30,High,0.3,1.0,1.0,72.63,Good
2.42,81.4,90.0,1,5,35.7,6-8,15.6,2,ME,30-60,Medium,1.0,0.7,0.7,65.54,Average
5.63,69.1,78.6,0,1,35.9,<6,27.5,2,ME,30-60,High,0.3,0.7,1.0,55.41,Average
6.37,43.2,31.2,0,2,40.2,<6,15.4,3,IT,30-60,Low,0.3,0.7,0.3,37.86,At Risk
5.12,73.8,69.6,0,4,46.5,<6,3.4,1,EE,<30,Low,0.3,1.0,0.3,66.93,Average
4.07,88.7,23.6,1,2,46.2,6-8,11.3,1,EC,30-60,Low,1.0,0.7,0.3,54.97,Average
5.21,61.6,51.0,2,1,12.1,<6,15.4,1,ICT,>60,Low,0.3,0.4,0.3,35.36,At Risk
3.8,45.6,53.0,1,4,36.1,6-8,21.7,1,CE,30-60,Low,1.0,0.7,0.3,42.82,Average
4.94,64.4,88.4,1,1,41.4,6-8,19.3,0,EE,<30,Medium,1.0,1.0,0.7,59.56,Average
4.23,71.4,34.4,0,3,15.7,6-8,23.3,0,ICT,>60,Medium,1.0,0.4,0.7,48.82,Average
6.1,42.5,71.5,0,1,49.5,>8,6.7,1,CE,<30,Medium,0.8,1.0,0.7,54.84,Average
3.14,73.2,35.4,0,5,5.4,<6,29.2,2,ICT,<30,Medium,0.3,1.0,0.7,37.01,At Risk
9.9,65.2,95.9,2,5,38.1,>8,18.6,0,ME,<30,High,0.8,1.0,1.0,86.01,Good
5.51,66.7,62.4,0,3,31.5,>8,21.0,3,ICT,30-60,Medium,0.8,0.7,0.7,55.78,Average
2.75,48.4,76.7,3,0,8.3,<6,1.4,3,CE,>60,Low,0.3,0.4,0.3,21.03,At Risk
5.29,39.3,71.7,1,4,22.0,6-8,23.1,0,CE,>60,Medium,1.0,0.4,0.7,49.83,Average
8.8,67.4,44.3,0,5,19.8,<6,6.6,0,EC,<30,High,0.3,1.0,1.0,69.76,Average
1.2,65.2,92.1,3,4,5.8,>8,20.9,2,ICT,30-60,High,0.8,0.7,1.0,37.93,At Risk
7.12,50.3,70.2,1,0,32.7,6-8,17.8,4,ME,>60,Medium,1.0,0.4,0.7,48.22,Average
5.93,47.8,60.8,2,2,13.9,6-8,16.8,0,ICT,>60,Medium,1.0,0.4,0.7,44.69,Average
2.53,50.8,62.3,1,2,27.2,6-8,29.9,1,ICT,<30,Medium,1.0,1.0,0.7,33.83,At Risk
8.36,59.4,91.3,1,3,47.2,>8,18.1,0,IT,30-60,Medium,0.8,0.7,0.7,77.01,Good
4.32,88.5,24.7,0,4,18.6,6-8,15.2,1,ICT,>60,Medium,1.0,0.4,0.7,57.54,Average
3.64,75.8,51.1,1,0,10.7,>8,23.2,0,IT,>60,Medium,0.8,0.4,0.7,39.93,At Risk
8.45,81.1,87.3,2,5,8.5,6-8,18.4,2,IT,<30,Low,1.0,1.0,0.3,72.71,Good
6.75,60.3,23.0,0,3,14.5,<6,4.0,0,EE,30-60,Low,0.3,0.7,0.3,46.94,Average
9.08,61.6,71.1,3,3,43.7,<6,26.5,2,ICT,30-60,High,0.3,0.7,1.0,62.96,Average
6.67,42.3,52.3,1,0,47.1,6-8,17.9,3,EE,30-60,Medium,1.0,0.7,0.7,43.48,Average
7.67,73.3,36.4,1,5,13.3,6-8,13.0,2,ME,<30,Medium,1.0,1.0,0.7,60.96,Average
8.53,55.3,68.9,0,4,45.0,<6,10.3,2,ME,<30,Medium,0.3,1.0,0.7,69.02,Average
1.49,74.5,86.5,2,1,46.3,>8,11.9,2,CE,<30,Low,0.8,1.0,0.3,45.83,Average
7.98,54.5,57.4,2,1,33.8,>8,17.1,2,ICT,30-60,High,0.8,0.7,1.0,52.5,Average
6.52,36.5,31.7,0,1,24.5,6-8,19.6,1,ME,<30,Medium,1.0,1.0,0.7,35.82,At Risk
1.63,40.4,44.5,3,5,27.6,>8,23.7,1,EC,<30,Medium,0.8,1.0,0.7,25.04,At Risk
5.58,78.7,98.5,1,3,7.2,<6,24.9,2,CE,<30,Low,0.3,1.0,0.3,55.38,Average
1.74,45.5,28.9,0,3,24.3,6-8,21.6,0,EE,<30,Medium,1.0,1.0,0.7,28.3,At Risk
7.62,45.9,32.9,0,2,38.0,6-8,21.2,1,IT,30-60,Medium,1.0,0.7,0.7,51.09,Average
5.92,85.8,99.2,1,3,35.8,6-8,6.7,1,EC,<30,Low,1.0,1.0,0.3,77.67,Good
9.58,69.5,90.6,0,2,6.9,>8,27.3,1,ME,<30,Medium,0.8,1.0,0.7,69.23,Average
2.65,36.9,76.6,1,5,22.8,6-8,2.3,1,IT,<30,Medium,1.0,1.0,0.7,43.97,Average
6.45,38.6,32.1,1,0,47.6,<6,24.6,1,EC,30-60,Low,0.3,0.7,0.3,32.27,At Risk
2.9,46.3,39.2,2,5,46.2,<6,25.9,2,ICT,30-60,Medium,0.3,0.7,0.7,34.28,At Risk
6.53,65.6,34.4,1,0,18.9,6-8,23.7,1,EE,30-60,Medium,1.0,0.7,0.7,42.58,Average
7.5,75.2,70.5,1,4,29.5,<6,19.1,0,ICT,<30,Low,0.3,1.0,0.3,67.22,Average
7.5,46.5,51.9,2,4,36.9,<6,25.0,0,CE,<30,Medium,0.3,1.0,0.7,50.65,Average
